Read ID,Read Length,Read Qscore,Structure Label,QC Bucket,QC Flags,Is Reversed,Order Valid,5p Offset,3p Offset,N Fraction,Invalid Base Fraction,Anchor Count
250FC00716011_16_2266_12668_283857765_10309_0_17.25_1 strand=-,662,17.05,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0317,0.0000,0.0000,1
250FC00716011_16_2281_12660_283842805_23645_0_18.75_1 strand=-,1296,18.47,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0347,0.0000,0.0000,3
250FC00716011_16_2070_11169_283841672_29773_0_15.30_1 strand=+,660,14.48,full_structure,pass,,False,True,0.0000,0.0318,0.0000,0.0000,2
250FC00716011_16_2072_8910_283863738_9848_0_16.51_1 strand=-,727,16.70,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0151,0.2889,0.0000,0.0000,3
250FC00716011_16_2085_9562_283858921_13536_0_9.09_1 strand=-,662,8.53,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0680,0.0000,0.0000,2
250FC00716011_16_2086_12238_283864630_7834_0_11.33_1 strand=+,479,11.37,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0188,0.0000,0.0000,2
250FC00716011_16_2103_10519_283865347_7447_0_17.52_1 strand=-,513,17.72,full_structure,pass,,False,True,0.0000,0.0409,0.0000,0.0000,2
250FC00716011_16_2122_11672_283861975_12447_0_13.72_1 strand=-,624,13.41,full_structure,pass,,False,True,0.0000,0.0337,0.0000,0.0000,2
250FC00716011_16_2135_9982_283864264_10000_0_15.71_1 strand=+,635,16.07,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0614,0.0000,0.0000,3
250FC00716011_16_2146_7571_283860118_12295_2_18.10_1 strand=-,784,18.24,full_structure,pass,,False,True,0.0000,0.0268,0.0000,0.0000,2
250FC00716011_16_2164_9103_283853133_21695_1_14.99_1 strand=-,593,18.38,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0354,0.0000,0.0000,1
250FC00716011_16_2164_9103_283853133_21695_1_14.99_2 strand=+,833,13.97,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0000,0.0000,0.0000,1
250FC00716011_16_2173_10057_283853552_19595_2_15.65_1 strand=-,1069,15.85,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0196,0.0000,0.0000,1
250FC00716011_16_2216_9582_283850982_23618_2_14.30_1 strand=+,1580,13.60,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0133,0.0000,0.0000,1
250FC00716011_16_2250_10824_283862017_9743_0_13.47_1 strand=-,693,13.48,full_structure,pass,,False,True,0.0000,0.0303,0.0000,0.0000,2
250FC00716011_16_2276_13180_283854536_18290_0_17.60_1 strand=-,844,18.16,full_structure,pass,,False,True,0.0000,0.0249,0.0000,0.0000,2
250FC00716011_16_2278_13857_283863428_7611_0_16.87_1 strand=-,481,18.18,full_structure,pass,,False,True,0.0000,0.0437,0.0000,0.0000,2
250FC00716011_16_2303_12064_283865359_7236_2_10.68_1 strand=+,434,11.15,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0484,0.0000,0.0000,2
250FC00716011_16_2050_9285_283865830_9451_1_11.45_1 strand=+,611,11.10,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0000,0.0000,0.0000,1
250FC00716011_16_2053_10038_283855868_22630_0_17.76_1 strand=+,1463,17.80,full_structure,pass,,False,True,0.0000,0.0075,0.0000,0.0000,2
250FC00716011_16_2055_8136_283857584_20488_1_15.36_1 strand=-,1326,15.49,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.7843,0.0000,0.0000,3
250FC00716011_16_2066_10593_283869203_7606_0_15.88_1 strand=-,498,15.63,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0422,0.0000,0.0000,1
250FC00716011_16_2088_11667_283864986_12933_2_13.01_1 strand=-,922,13.16,full_structure,pass,,False,True,0.0000,0.0228,0.0000,0.0000,2
250FC00716011_16_2108_12222_283866646_11796_0_15.94_1 strand=+,735,16.05,full_structure,pass,,False,True,0.0000,0.0286,0.0000,0.0000,2
250FC00716011_16_2136_10816_283867857_8073_1_17.64_1 strand=-,440,18.61,full_structure,pass,,False,True,0.0000,0.0477,0.0000,0.0000,2
250FC00716011_16_2144_8460_283861068_17674_2_14.16_1 strand=+,1099,14.42,full_structure,pass,,False,True,0.0000,0.0191,0.0000,0.0000,2
250FC00716011_16_2167_8594_283866710_11160_1_17.91_1 strand=-,842,17.66,full_structure,pass,,False,True,0.0000,0.0249,0.0000,0.0000,2
250FC00716011_16_2169_13103_283866904_11838_0_14.56_1 strand=-,393,16.06,full_structure,pass,,False,True,0.0000,0.0560,0.0000,0.0000,2
250FC00716011_16_2188_15712_283832614_44341_0_15.34_1 strand=-,844,16.28,missing_5p_anchor,missing_5p,missing_5p;three_prime_truncated,True,False,,0.3424,0.0000,0.0000,1
250FC00716011_16_2188_15712_283832614_44341_0_15.34_2 strand=+,1407,14.89,internal_3p_anchor,internal_adapter,internal_adapter,False,False,,0.0192,0.0000,0.0000,2
250FC00716011_16_2220_13505_283870394_9262_0_14.62_1 strand=+,636,15.40,full_structure,pass,,False,True,0.0000,0.0330,0.0000,0.0000,2
250FC00716011_16_2240_7936_283851021_27335_1_16.79_1 strand=-,1951,16.82,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0108,0.0000,0.0000,1
250FC00716011_16_2266_12669_283869718_8453_0_16.89_1 strand=+,501,17.41,full_structure,pass,,False,True,0.0000,0.0419,0.0000,0.0000,2
250FC00716011_16_2060_11578_283863626_17508_0_17.92_1 strand=-,1186,18.01,full_structure,pass,,False,True,0.0000,0.0177,0.0000,0.0000,2
250FC00716011_16_2077_9524_283854340_26143_1_13.86_1 strand=-,655,12.74,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0321,0.0000,0.0000,2
250FC00716011_16_2077_9524_283854340_26143_1_13.86_2 strand=-,1036,14.50,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,,0.3716,0.0000,0.0000,3
250FC00716011_16_2103_10520_283876209_8616_0_14.73_1 strand=+,548,15.18,full_structure,pass,,False,True,0.0000,0.0383,0.0000,0.0000,2
250FC00716011_16_2124_10093_283867921_13542_0_13.07_1 strand=-,482,14.74,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0892,0.0000,0.0000,3
250FC00716011_16_2146_7572_283874197_9911_2_11.73_1 strand=-,598,12.01,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0351,0.0000,0.0000,2
250FC00716011_16_2173_10058_283874689_9357_2_16.76_1 strand=-,609,17.24,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0345,0.0000,0.0000,1
250FC00716011_16_2218_10059_283874083_7114_0_7.12 strand=+,477,6.80,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0231,0.0000,0.0000,1
250FC00716011_16_2238_10514_283862939_17713_2_15.77_1 strand=+,1114,15.53,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0269,0.0000,0.0000,3
250FC00716011_16_2250_10825_283873496_11491_0_16.13_1 strand=-,802,16.93,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0574,0.0000,0.0000,3
250FC00716011_16_2253_14443_283849463_31713_0_12.36_1 strand=+,1698,12.59,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0124,0.0000,0.0000,2
250FC00716011_16_2254_9279_283872906_10887_3_15.27_1 strand=-,483,15.11,full_structure,pass,,False,True,0.0000,0.0414,0.0000,0.0000,2
250FC00716011_16_2281_12661_283869611_10740_0_16.57_1 strand=+,570,17.00,full_structure,pass,,False,True,0.0000,0.0351,0.0000,0.0000,2
250FC00716011_16_2066_10594_283876991_12069_0_18.58_1 strand=+,758,18.60,full_structure,pass,,False,True,0.0000,0.0145,0.0000,0.0000,2
250FC00716011_16_2088_11668_283878838_7724_2_13.45_1 strand=-,568,13.63,full_structure,pass,,False,True,0.0000,0.0370,0.0000,0.0000,2
250FC00716011_16_2122_11673_283875199_13176_0_15.19_1 strand=-,921,15.30,full_structure,pass,,False,True,0.0000,0.0228,0.0000,0.0000,2
250FC00716011_16_2136_10817_283880346_8057_1_19.30_1 strand=+,520,20.03,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0731,0.0000,0.0000,3
250FC00716011_16_2154_10428_283869925_17354_0_15.56_1 strand=+,966,15.38,full_structure,pass,,False,True,0.0000,0.0217,0.0000,0.0000,2
250FC00716011_16_2164_9104_283875161_11728_1_11.93_1 strand=-,658,12.03,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0319,0.0000,0.0000,1
250FC00716011_16_2183_10352_283867232_17780_0_14.84_1 strand=+,1229,14.86,missing_5p_anchor,missing_5p,missing_5p;three_prime_truncated,True,False,,0.5525,0.0000,0.0000,1
250FC00716011_16_2185_7918_283852369_33464_1_15.90_1 strand=+,2267,15.86,full_structure,pass,,False,True,0.0000,0.0093,0.0000,0.0000,2
250FC00716011_16_2274_11637_283860860_25096_3_11.17_1 strand=-,1819,11.27,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0115,0.0000,0.0000,2
250FC00716011_16_2276_13181_283874125_11308_0_16.15_1 strand=-,732,16.52,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0287,0.0000,0.0000,1
250FC00716011_16_2278_13858_283871698_16296_0_17.49_1 strand=-,1127,17.72,full_structure,pass,,False,True,0.0000,0.0186,0.0000,0.0000,2
250FC00716011_16_2303_12065_283875736_10732_2_16.35_1 strand=-,749,16.30,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0267,0.0000,0.0000,1
250FC00716011_16_2053_10039_283884529_8240_0_11.30_1 strand=-,521,11.52,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0403,0.0000,0.0000,1
250FC00716011_16_2072_8911_283880650_9484_0_14.86_1 strand=-,604,15.10,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0348,0.0000,0.0000,1
250FC00716011_16_2077_9525_283884874_9650_1_14.55 strand=+,553,13.58,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0108,0.0000,0.0000,1
250FC00716011_16_2164_9105_283887921_6171_1_18.25_1 strand=+,444,16.86,full_structure,pass,,False,True,0.0000,0.0248,0.0000,0.0000,2
250FC00716011_16_2172_10050_283870145_22091_0_15.51_1 strand=-,1434,15.43,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0377,0.0000,0.0000,3
250FC00716011_16_2175_10645_283870235_24390_0_15.99_1 strand=+,1747,16.03,internal_3p_anchor,internal_adapter,internal_adapter,False,False,,0.0246,0.0000,0.0000,2
250FC00716011_16_2234_8059_283881392_13566_1_14.83_1 strand=+,911,14.58,full_structure,pass,,False,True,0.0000,0.0231,0.0000,0.0000,2
250FC00716011_16_2240_7937_283879877_13122_1_17.81_1 strand=-,670,17.92,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0313,0.0000,0.0000,1
250FC00716011_16_2253_14444_283881577_9491_0_13.33_1 strand=-,611,13.14,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0687,0.0000,0.0000,3
250FC00716011_16_2261_9172_283869826_22864_0_16.16_1 strand=+,1539,16.18,full_structure,pass,,False,True,0.0000,0.0136,0.0000,0.0000,2
250FC00716011_16_2266_12670_283878984_13015_0_16.26_1 strand=-,816,16.19,full_structure,pass,,False,True,0.0000,0.0257,0.0000,0.0000,2
250FC00716011_16_2276_13182_283885454_7229_0_16.97_1 strand=+,363,20.16,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0579,0.0000,0.0000,1
250FC00716011_16_2281_12662_283881710_13004_0_17.20_1 strand=-,693,17.17,full_structure,pass,,False,True,0.0000,0.0303,0.0000,0.0000,2
250FC00716011_16_2060_11579_283886285_11240_0_15.73_1 strand=+,782,15.81,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2124_10094_283881741_17373_0_14.71_1 strand=-,1293,14.92,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0162,0.0000,0.0000,1
250FC00716011_16_2146_7573_283889893_9000_2_17.07_1 strand=-,654,17.11,full_structure,pass,,False,True,0.0000,0.0321,0.0000,0.0000,2
250FC00716011_16_2169_13104_283881816_17629_0_16.29_1 strand=+,1135,16.94,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.8088,0.0000,0.0000,3
250FC00716011_16_2220_13507_283882398_13546_0_14.65_1 strand=+,1049,14.68,full_structure,pass,,False,True,0.0000,0.0086,0.0000,0.0000,2
250FC00716011_16_2250_10826_283886800_8249_0_15.07_1 strand=-,492,15.86,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.5244,0.0000,0.0000,4
250FC00716011_16_2261_9173_283892712_7081_0_16.40_1 strand=+,425,16.54,full_structure,pass,,False,True,0.0000,0.0259,0.0000,0.0000,2
250FC00716011_16_2278_13859_283888260_9395_0_14.48_1 strand=-,605,14.81,full_structure,pass,,False,True,0.0000,0.0347,0.0000,0.0000,2
250FC00716011_16_2303_12066_283886908_10382_2_17.79_1 strand=+,523,19.47,full_structure,pass,,False,True,0.0000,0.0402,0.0000,0.0000,2
250FC00716011_16_2055_8137_283891419_12216_1_11.65_1 strand=-,772,12.14,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0272,0.0000,0.0000,1
250FC00716011_16_2066_10595_283890118_12382_0_18.53_1 strand=+,835,17.90,full_structure,pass,,False,True,0.0000,0.0108,0.0000,0.0000,2
250FC00716011_16_2086_12239_283873196_28655_0_16.35_1 strand=-,1055,17.39,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.6379,0.0000,0.0000,3
250FC00716011_16_2086_12239_283873196_28655_0_16.35_2 strand=-,897,15.35,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0234,0.0000,0.0000,1
250FC00716011_16_2088_11669_283887322_16439_2_16.48_1 strand=+,1161,16.27,full_structure,pass,,False,True,0.0000,0.0181,0.0000,0.0000,2
250FC00716011_16_2122_11674_283890133_14527_0_19.11_1 strand=+,696,19.07,full_structure,pass,,False,True,0.0000,0.0158,0.0000,0.0000,2
250FC00716011_16_2154_10429_283888712_12789_0_13.81_1 strand=+,828,13.94,full_structure,pass,,False,True,0.0000,0.0254,0.0000,0.0000,2
250FC00716011_16_2172_10051_283892844_10132_0_18.59_1 strand=-,564,18.43,full_structure,pass,,False,True,0.0000,0.0372,0.0000,0.0000,2
250FC00716011_16_2188_15713_283882647_18508_0_16.42_1 strand=-,1364,16.89,full_structure,pass,,False,True,0.0000,0.0154,0.0000,0.0000,2
250FC00716011_16_2190_13408_283893042_8240_0_15.01_1 strand=-,571,15.12,full_structure,pass,,False,True,0.0000,0.0368,0.0000,0.0000,2
250FC00716011_16_2220_13508_283896601_6587_0_20.27_1 strand=+,432,20.41,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0093,0.0000,0.0000,1
250FC00716011_16_2240_7938_283894713_9702_1_18.09_1 strand=-,414,18.37,full_structure,pass,,False,True,0.0000,0.0507,0.0000,0.0000,2
250FC00716011_16_2266_12671_283892162_10144_0_14.17_1 strand=-,682,14.22,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0308,0.0000,0.0000,1
250FC00716011_16_2274_11638_283889714_10647_3_15.04_1 strand=-,759,15.17,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.2332,0.0000,0.0000,3
250FC00716011_16_2077_9526_283898890_7970_1_14.50_1 strand=+,531,14.67,full_structure,pass,,False,True,0.0000,0.0188,0.0000,0.0000,2
250FC00716011_16_2133_13860_283866499_41724_1_16.54_1 strand=-,960,16.77,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.5083,0.0000,0.0000,3
250FC00716011_16_2136_10818_283888623_19448_1_13.87_1 strand=-,1260,14.12,internal_3p_anchor,internal_adapter,internal_adapter,False,False,,0.0333,0.0000,0.0000,2
250FC00716011_16_2144_8461_283887564_18154_2_15.14_1 strand=-,1264,15.08,full_structure,pass,,False,True,0.0000,0.0166,0.0000,0.0000,2
250FC00716011_16_2169_13105_283899738_8825_0_16.29_1 strand=+,533,16.46,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.3602,0.0000,0.0000,3
250FC00716011_16_2173_10059_283888863_17714_2_16.38_1 strand=-,1314,16.27,full_structure,pass,,False,True,0.0000,0.0167,0.0000,0.0000,2
250FC00716011_16_2175_10646_283895421_14512_0_14.61_1 strand=-,1018,14.44,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0206,0.0000,0.0000,1
250FC00716011_16_2208_12146_283859071_46745_0_17.66_1 strand=-,1658,16.84,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0127,0.0000,0.0000,1
250FC00716011_16_2216_9583_283874748_31118_2_14.24_1 strand=-,2122,14.20,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0099,0.0000,0.0000,1
250FC00716011_16_2234_8060_283895438_10607_1_14.37_1 strand=-,648,13.83,full_structure,pass,,False,True,0.0000,0.0340,0.0000,0.0000,2
250FC00716011_16_2261_9174_283900439_9536_0_14.13_1 strand=-,572,14.02,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0367,0.0000,0.0000,1
250FC00716011_16_2264_11320_283896175_10923_0_9.90_1 strand=-,535,9.67,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0411,0.0000,0.0000,2
250FC00716011_16_2278_13860_283898059_11566_0_14.22_1 strand=-,710,14.61,full_structure,pass,,False,True,0.0000,0.0296,0.0000,0.0000,2
250FC00716011_16_2060_11580_283899013_13877_0_14.62_1 strand=-,984,14.65,full_structure,pass,,False,True,0.0000,0.0213,0.0000,0.0000,2
250FC00716011_16_2086_12240_283903797_9570_0_19.36_1 strand=-,627,19.10,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.3349,0.0000,0.0000,4
250FC00716011_16_2119_9110_283892974_17262_1_14.34_1 strand=-,1057,14.43,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0199,0.0000,0.0000,1
250FC00716011_16_2164_9106_283894272_17745_1_15.25_1 strand=-,1236,15.42,full_structure,pass,,False,True,0.0000,0.0170,0.0000,0.0000,2
250FC00716011_16_2172_10052_283904560_6046_0_19.63_1 strand=+,371,16.89,full_structure,pass,,False,True,0.0000,0.0323,0.0000,0.0000,2
250FC00716011_16_2185_7919_283888191_24264_1_14.81_1 strand=+,1507,14.87,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0139,0.0000,0.0000,1
250FC00716011_16_2240_7939_283906067_7359_1_14.08_1 strand=-,470,13.56,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.1362,0.0000,0.0000,3
250FC00716011_16_2303_12067_283901058_9468_2_18.01_1 strand=+,561,17.78,missing_5p_anchor,missing_5p,missing_5p,True,False,,0.0410,0.0000,0.0000,1
250FC00716011_16_2053_10040_283893452_24045_0_16.28_1 strand=+,1759,16.15,full_structure,pass,,False,True,0.0000,0.0063,0.0000,0.0000,2
250FC00716011_16_2077_9527_283907432_8612_1_13.09_1 strand=+,467,13.14,full_structure,pass,,False,True,0.0000,0.0450,0.0000,0.0000,2
250FC00716011_16_2124_10095_283902191_17012_0_15.55_1 strand=-,656,15.90,full_structure,pass,,False,True,0.0000,0.0320,0.0000,0.0000,2
250FC00716011_16_2135_9983_283880075_37846_0_11.80_1 strand=+,1024,11.12,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0205,0.0000,0.0000,2
250FC00716011_16_2135_9983_283880075_37846_0_11.80_2 strand=+,1624,12.17,missing_5p_anchor,low_read_q,low_read_q;missing_5p;three_prime_truncated,True,False,,0.8313,0.0000,0.0000,1
250FC00716011_16_2146_7574_283902216_16436_2_14.84_1 strand=-,1301,14.92,full_structure,pass,,False,True,0.0000,0.0161,0.0000,0.0000,2
250FC00716011_16_2167_8595_283878113_38967_1_17.22_1 strand=-,2878,17.21,full_structure,pass,,False,True,0.0000,0.0069,0.0000,0.0000,2
250FC00716011_16_2190_13409_283907152_10557_0_12.47_1 strand=-,661,12.60,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0318,0.0000,0.0000,2
250FC00716011_16_2216_9584_283906186_9553_2_13.71_1 strand=-,596,13.42,full_structure,pass,,False,True,0.0000,0.0352,0.0000,0.0000,2
250FC00716011_16_2250_10827_283903502_16075_0_15.11_1 strand=-,1076,15.26,full_structure,pass,,False,True,0.0000,0.0195,0.0000,0.0000,2
250FC00716011_16_2254_9280_283885264_31880_3_10.65_1 strand=-,1214,10.75,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0173,0.0000,0.0000,1
250FC00716011_16_2274_11639_283907405_12452_3_17.21_1 strand=+,860,17.29,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0360,0.0000,0.0000,3
250FC00716011_16_2276_13183_283899020_18256_0_15.20_1 strand=+,1217,15.17,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0090,0.0000,0.0000,1
250FC00716011_16_2278_13861_283909724_9567_0_11.42_1 strand=-,667,11.51,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0330,0.0000,0.0000,1
250FC00716011_16_2281_12663_283894741_23209_0_15.08_1 strand=+,1690,15.26,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0124,0.0000,0.0000,1
250FC00716011_16_2066_10596_283911565_9868_0_13.90_1 strand=+,637,13.95,full_structure,pass,,False,True,0.0000,0.0314,0.0000,0.0000,2
250FC00716011_16_2086_12241_283914077_7630_0_18.72_1 strand=-,482,18.48,full_structure,pass,,False,True,0.0000,0.0436,0.0000,0.0000,2
250FC00716011_16_2088_11671_283914345_7286_2_17.64_1 strand=+,451,17.60,full_structure,pass,,False,True,0.0000,0.0266,0.0000,0.0000,2
250FC00716011_16_2092_9640_283906895_13541_0_17.98_1 strand=+,669,18.88,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0314,0.0000,0.0000,1
250FC00716011_16_2119_9111_283918286_6349_1_20.11_1 strand=-,367,20.50,full_structure,pass,,False,True,0.0000,0.0572,0.0000,0.0000,2
250FC00716011_16_2133_13861_283908794_12466_1_13.77_1 strand=-,724,13.98,full_structure,pass,,False,True,0.0000,0.0290,0.0000,0.0000,2
250FC00716011_16_2169_13106_283908729_15730_0_14.80_1 strand=+,230,13.53,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2169_13106_283908729_15730_0_14.80_2 strand=+,802,15.32,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.8080,0.0000,0.0000,3
250FC00716011_16_2172_10053_283912015_12650_0_17.17_1 strand=-,825,17.40,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0509,0.0000,0.0000,3
250FC00716011_16_2173_10060_283909109_14046_2_15.66_1 strand=+,923,15.60,full_structure,pass,,False,True,0.0000,0.0228,0.0000,0.0000,2
250FC00716011_16_2220_13509_283904496_16096_0_18.07_1 strand=-,1033,18.22,full_structure,pass,,False,True,0.0000,0.0203,0.0000,0.0000,2
250FC00716011_16_2060_11581_283914918_12244_0_13.10_1 strand=+,904,13.56,full_structure,pass,,False,True,0.0000,0.0199,0.0000,0.0000,2
250FC00716011_16_2085_9566_283914584_13496_0_8.17_1 strand=-,771,8.14,internal_3p_anchor,low_read_q,low_read_q;internal_adapter;three_prime_truncated,False,False,,0.2296,0.0000,0.0000,2
250FC00716011_16_2092_9641_283920775_9065_0_11.63_1 strand=-,634,11.98,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0347,0.0000,0.0000,1
250FC00716011_16_2104_9158_283908741_17927_0_14.93_1 strand=-,1257,15.01,full_structure,pass,,False,True,0.0000,0.0167,0.0000,0.0000,2
250FC00716011_16_2132_9363_283910466_19042_0_14.17_1 strand=-,1200,14.51,full_structure,pass,,False,True,0.0000,0.0175,0.0000,0.0000,2
250FC00716011_16_2136_10819_283909990_15321_1_17.86_1 strand=+,1051,17.41,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,,0.4805,0.0000,0.0000,2
250FC00716011_16_2154_10431_283908140_17296_0_18.45_1 strand=+,1052,18.70,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0200,0.0000,0.0000,1
250FC00716011_16_2164_9107_283913254_12266_1_15.36_1 strand=+,792,15.47,full_structure,pass,,False,True,0.0000,0.0265,0.0000,0.0000,2
250FC00716011_16_2175_10648_283921575_7374_0_17.35_1 strand=-,443,17.01,full_structure,pass,,False,True,0.0000,0.0474,0.0000,0.0000,2
250FC00716011_16_2183_10354_283906959_20795_0_18.76_1 strand=-,1418,18.64,full_structure,pass,,False,True,0.0000,0.0148,0.0000,0.0000,2
250FC00716011_16_2190_13410_283917930_11944_0_11.58_1 strand=-,703,11.96,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0299,0.0000,0.0000,2
250FC00716011_16_2208_12147_283906589_21178_0_17.38_1 strand=-,1394,17.65,full_structure,pass,,False,True,0.0000,0.0151,0.0000,0.0000,2
250FC00716011_16_2234_8061_283906291_18500_1_13.50_1 strand=-,1107,15.12,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated;dense_anchor_hits,False,False,0.0000,0.8988,0.0000,0.0000,6
250FC00716011_16_2240_7940_283914127_13697_1_20.54_1 strand=+,944,20.08,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2281_12664_283919252_7159_0_13.98_1 strand=-,513,14.19,full_structure,pass,,False,True,0.0000,0.0409,0.0000,0.0000,2
250FC00716011_16_2104_9159_283927439_7339_0_15.37_1 strand=+,418,15.28,full_structure,pass,,False,True,0.0000,0.0502,0.0000,0.0000,2
250FC00716011_16_2146_7575_283922465_9560_2_14.95_1 strand=+,612,14.53,full_structure,pass,,False,True,0.0000,0.0180,0.0000,0.0000,2
250FC00716011_16_2154_10432_283925468_7852_0_16.88_1 strand=+,527,19.16,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0398,0.0000,0.0000,1
250FC00716011_16_2173_10061_283924316_9594_2_11.99_1 strand=-,766,12.27,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0274,0.0000,0.0000,1
250FC00716011_16_2238_10515_283882548_49059_2_14.92_1 strand=-,591,16.66,full_structure,pass,,False,True,0.0000,0.0355,0.0000,0.0000,2
250FC00716011_16_2250_10828_283920224_11878_0_17.38_1 strand=+,861,16.79,full_structure,pass,,False,True,0.0000,0.0128,0.0000,0.0000,2
250FC00716011_16_2253_14446_283912259_19343_0_12.41_1 strand=-,1198,12.55,internal_3p_anchor,low_read_q,low_read_q;internal_adapter;three_prime_truncated,False,False,0.0000,0.6102,0.0000,0.0000,4
250FC00716011_16_2264_11321_283907817_24569_0_18.46_1 strand=-,1813,18.45,full_structure,pass,,False,True,0.0000,0.0116,0.0000,0.0000,2
250FC00716011_16_2066_10597_283922654_13225_0_16.79_1 strand=-,961,16.92,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,,0.4964,0.0000,0.0000,2
250FC00716011_16_2132_9364_283929779_9912_0_11.11_1 strand=+,756,11.20,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0119,0.0000,0.0000,2
